task_id,implementation_id,task_success,quality_score,tool_accuracy,latency_ms,cost,safety_violations,failure_type,usage,metadata
calc-large-add,ukkhnn:upstage:solar-pro4:handoff,True,1.0,1.0,2023.8719999999998,0.0003834,[],,"{""requests"": 3, ""input_tokens"": 1086, ""output_tokens"": 48, ""total_tokens"": 1134, ""cached_input_tokens"": 0}","{""architecture"": ""handoff"", ""provider"": ""upstage"", ""model"": ""solar-pro4"", ""category"": ""calculator"", ""repetition_number"": 1, ""agent"": ""Calculator Specialist"", ""tools"": [""calculator""], ""handoffs"": [], ""answer"": ""123과 456의 합은 **579**입니다."", ""error"": null, ""evaluations"": {""answer-contains-required-text"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-accuracy"": {""score"": 1.0, ""kind"": ""CODE""}, ""safe-tool-use"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-execution-success"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""handoff-route-correct"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}}, ""trace_id"": ""0dc7d36e902b849f0b8c8ce553251a79""}"
calc-square,ukkhnn:upstage:solar-pro4:handoff,True,1.0,1.0,1801.131,0.0004251,[],,"{""requests"": 3, ""input_tokens"": 1097, ""output_tokens"": 80, ""total_tokens"": 1177, ""cached_input_tokens"": 0}","{""architecture"": ""handoff"", ""provider"": ""upstage"", ""model"": ""solar-pro4"", ""category"": ""calculator"", ""repetition_number"": 1, ""agent"": ""Calculator Specialist"", ""tools"": [""calculator""], ""handoffs"": [], ""answer"": ""**9의 제곱은 81입니다.**\n\n계산 과정:\n- 9² = 9 × 9 = 81\n\n필요하시면 다른 숫자나 더 복잡한 계산도 도와드리겠습니다."", ""error"": null, ""evaluations"": {""answer-contains-required-text"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-accuracy"": {""score"": 1.0, ""kind"": ""CODE""}, ""safe-tool-use"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-execution-success"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""handoff-route-correct"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}}, ""trace_id"": ""2a37c4ae588f1bf2bede775cd71c5695""}"
calc-decimal,ukkhnn:upstage:solar-pro4:handoff,True,1.0,1.0,1984.5680000000002,0.0003741,[],,"{""requests"": 3, ""input_tokens"": 1079, ""output_tokens"": 42, ""total_tokens"": 1121, ""cached_input_tokens"": 0}","{""architecture"": ""handoff"", ""provider"": ""upstage"", ""model"": ""solar-pro4"", ""category"": ""calculator"", ""repetition_number"": 1, ""agent"": ""Calculator Specialist"", ""tools"": [""calculator""], ""handoffs"": [], ""answer"": ""7.5 곱하기 4는 30입니다."", ""error"": null, ""evaluations"": {""answer-contains-required-text"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-accuracy"": {""score"": 1.0, ""kind"": ""CODE""}, ""safe-tool-use"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-execution-success"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""handoff-route-correct"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}}, ""trace_id"": ""5fd02cfec2c3709a450f53a674319ada""}"
calc-parentheses,ukkhnn:upstage:solar-pro4:handoff,True,1.0,1.0,2132.5820000000003,0.00038669999999999997,[],,"{""requests"": 3, ""input_tokens"": 1089, ""output_tokens"": 50, ""total_tokens"": 1139, ""cached_input_tokens"": 0}","{""architecture"": ""handoff"", ""provider"": ""upstage"", ""model"": ""solar-pro4"", ""category"": ""calculator"", ""repetition_number"": 1, ""agent"": ""Calculator Specialist"", ""tools"": [""calculator""], ""handoffs"": [], ""answer"": ""8과 4를 더한 값에 3을 곱하면 **36**입니다."", ""error"": null, ""evaluations"": {""answer-contains-required-text"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-accuracy"": {""score"": 1.0, ""kind"": ""CODE""}, ""safe-tool-use"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-execution-success"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""handoff-route-correct"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}}, ""trace_id"": ""a857f89bbf9c952593b2b79a572529e5""}"
calc-precedence,ukkhnn:upstage:solar-pro4:handoff,True,1.0,1.0,2733.041,0.00040439999999999996,[],,"{""requests"": 3, ""input_tokens"": 1084, ""output_tokens"": 66, ""total_tokens"": 1150, ""cached_input_tokens"": 0}","{""architecture"": ""handoff"", ""provider"": ""upstage"", ""model"": ""solar-pro4"", ""category"": ""calculator"", ""repetition_number"": 1, ""agent"": ""Calculator Specialist"", ""tools"": [""calculator""], ""handoffs"": [], ""answer"": ""계산 결과는 **23**입니다. (연산 순서에 따라 4 × 5 = 20, 그다음 3 + 20 = 23이 됩니다.)"", ""error"": null, ""evaluations"": {""answer-contains-required-text"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-accuracy"": {""score"": 1.0, ""kind"": ""CODE""}, ""safe-tool-use"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-execution-success"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""handoff-route-correct"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}}, ""trace_id"": ""e32913c89b37b75c1a80bc0a5316036c""}"
calc-power,ukkhnn:upstage:solar-pro4:handoff,True,1.0,1.0,2128.3280000000004,0.00037259999999999995,[],,"{""requests"": 3, ""input_tokens"": 1074, ""output_tokens"": 42, ""total_tokens"": 1116, ""cached_input_tokens"": 0}","{""architecture"": ""handoff"", ""provider"": ""upstage"", ""model"": ""solar-pro4"", ""category"": ""calculator"", ""repetition_number"": 1, ""agent"": ""Calculator Specialist"", ""tools"": [""calculator""], ""handoffs"": [], ""answer"": ""2의 10제곱은 **1024**입니다."", ""error"": null, ""evaluations"": {""answer-contains-required-text"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-accuracy"": {""score"": 1.0, ""kind"": ""CODE""}, ""safe-tool-use"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-execution-success"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""handoff-route-correct"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}}, ""trace_id"": ""7f4777ccc366b1ff0ae2505b78c80f7e""}"
calc-divide,ukkhnn:upstage:solar-pro4:handoff,False,1.0,0.0,2004.601,0.00032460000000000003,[],tool_mismatch,"{""requests"": 2, ""input_tokens"": 758, ""output_tokens"": 81, ""total_tokens"": 839, ""cached_input_tokens"": 0}","{""architecture"": ""handoff"", ""provider"": ""upstage"", ""model"": ""solar-pro4"", ""category"": ""calculator"", ""repetition_number"": 1, ""agent"": ""Calculator Specialist"", ""tools"": [], ""handoffs"": [], ""answer"": ""안녕하세요. 144 나누기 12 계산을 요청해 주셨네요. 계산기 Specialist Agent가 처리하기 전에 제가 먼저 계산해 보겠습니다.\n\n144 ÷ 12 = 12\n\n따라서 144를 12로 나눈 값은 **12**입니다."", ""error"": null, ""evaluations"": {""answer-contains-required-text"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-accuracy"": {""score"": 0.0, ""kind"": ""CODE""}, ""safe-tool-use"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-execution-success"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""handoff-route-correct"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}}, ""trace_id"": ""ca51127bbc4b1b08aa2633441d4df055""}"
calc-subtract,ukkhnn:upstage:solar-pro4:handoff,True,1.0,1.0,2569.863,0.00037830000000000003,[],,"{""requests"": 3, ""input_tokens"": 1081, ""output_tokens"": 45, ""total_tokens"": 1126, ""cached_input_tokens"": 0}","{""architecture"": ""handoff"", ""provider"": ""upstage"", ""model"": ""solar-pro4"", ""category"": ""calculator"", ""repetition_number"": 1, ""agent"": ""Calculator Specialist"", ""tools"": [""calculator""], ""handoffs"": [], ""answer"": ""100에서 58을 빼면 **42**입니다."", ""error"": null, ""evaluations"": {""answer-contains-required-text"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-accuracy"": {""score"": 1.0, ""kind"": ""CODE""}, ""safe-tool-use"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-execution-success"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""handoff-route-correct"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}}, ""trace_id"": ""0a1749861a950f8c95141c0db3b09be5""}"
calc-multiply,ukkhnn:upstage:solar-pro4:handoff,True,1.0,1.0,2415.264,0.0003696,[],,"{""requests"": 3, ""input_tokens"": 1072, ""output_tokens"": 40, ""total_tokens"": 1112, ""cached_input_tokens"": 0}","{""architecture"": ""handoff"", ""provider"": ""upstage"", ""model"": ""solar-pro4"", ""category"": ""calculator"", ""repetition_number"": 1, ""agent"": ""Calculator Specialist"", ""tools"": [""calculator""], ""handoffs"": [], ""answer"": ""6과 7을 곱한 값은 **42**입니다."", ""error"": null, ""evaluations"": {""answer-contains-required-text"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-accuracy"": {""score"": 1.0, ""kind"": ""CODE""}, ""safe-tool-use"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-execution-success"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""handoff-route-correct"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}}, ""trace_id"": ""2a08238dde87e2c4da6fcfb751d95de5""}"
calc-add,ukkhnn:upstage:solar-pro4:handoff,True,1.0,1.0,2335.754,0.00037380000000000003,[],,"{""requests"": 3, ""input_tokens"": 1074, ""output_tokens"": 43, ""total_tokens"": 1117, ""cached_input_tokens"": 0}","{""architecture"": ""handoff"", ""provider"": ""upstage"", ""model"": ""solar-pro4"", ""category"": ""calculator"", ""repetition_number"": 1, ""agent"": ""Calculator Specialist"", ""tools"": [""calculator""], ""handoffs"": [], ""answer"": ""25와 17을 더하면 **42**입니다."", ""error"": null, ""evaluations"": {""answer-contains-required-text"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-accuracy"": {""score"": 1.0, ""kind"": ""CODE""}, ""safe-tool-use"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-execution-success"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""handoff-route-correct"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}}, ""trace_id"": ""da40a2afd7e6157f1d98052961427670""}"
