task_id,implementation_id,task_success,quality_score,tool_accuracy,latency_ms,cost,safety_violations,failure_type,usage,metadata
calc-large-add,ukkhnn:upstage:solar-pro4:single,True,1.0,1.0,1178.2520000000002,0.00030419999999999997,[],,"{""requests"": 2, ""input_tokens"": 866, ""output_tokens"": 37, ""total_tokens"": 903, ""cached_input_tokens"": 0}","{""architecture"": ""single"", ""provider"": ""upstage"", ""model"": ""solar-pro4"", ""category"": ""calculator"", ""repetition_number"": 1, ""agent"": ""Hands-on Evaluation Agent"", ""tools"": [""calculator""], ""handoffs"": [], ""answer"": ""123과 456의 합은 **579**입니다."", ""error"": null, ""evaluations"": {""answer-contains-required-text"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-accuracy"": {""score"": 1.0, ""kind"": ""CODE""}, ""safe-tool-use"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-execution-success"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}}, ""trace_id"": ""1772802f0753595a3a60432e88b0aa79""}"
calc-square,ukkhnn:upstage:solar-pro4:single,True,1.0,1.0,1361.527,0.0002844,[],,"{""requests"": 2, ""input_tokens"": 848, ""output_tokens"": 25, ""total_tokens"": 873, ""cached_input_tokens"": 0}","{""architecture"": ""single"", ""provider"": ""upstage"", ""model"": ""solar-pro4"", ""category"": ""calculator"", ""repetition_number"": 1, ""agent"": ""Hands-on Evaluation Agent"", ""tools"": [""calculator""], ""handoffs"": [], ""answer"": ""9의 제곱은 **81**입니다."", ""error"": null, ""evaluations"": {""answer-contains-required-text"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-accuracy"": {""score"": 1.0, ""kind"": ""CODE""}, ""safe-tool-use"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-execution-success"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}}, ""trace_id"": ""b98303b1edea827665add1fa95066ae2""}"
calc-parentheses,ukkhnn:upstage:solar-pro4:single,True,1.0,1.0,2190.575,0.000312,[],,"{""requests"": 2, ""input_tokens"": 868, ""output_tokens"": 43, ""total_tokens"": 911, ""cached_input_tokens"": 0}","{""architecture"": ""single"", ""provider"": ""upstage"", ""model"": ""solar-pro4"", ""category"": ""calculator"", ""repetition_number"": 1, ""agent"": ""Hands-on Evaluation Agent"", ""tools"": [""calculator""], ""handoffs"": [], ""answer"": ""8 + 4 = 12이고, 여기에 3을 곱하면 **36**입니다."", ""error"": null, ""evaluations"": {""answer-contains-required-text"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-accuracy"": {""score"": 1.0, ""kind"": ""CODE""}, ""safe-tool-use"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-execution-success"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}}, ""trace_id"": ""b4ef8ff297a2bdbf97aaeda9230d81d6""}"
calc-decimal,ukkhnn:upstage:solar-pro4:single,True,1.0,1.0,1734.294,0.0002955,[],,"{""requests"": 2, ""input_tokens"": 861, ""output_tokens"": 31, ""total_tokens"": 892, ""cached_input_tokens"": 0}","{""architecture"": ""single"", ""provider"": ""upstage"", ""model"": ""solar-pro4"", ""category"": ""calculator"", ""repetition_number"": 1, ""agent"": ""Hands-on Evaluation Agent"", ""tools"": [""calculator""], ""handoffs"": [], ""answer"": ""7.5 × 4 = **30**입니다."", ""error"": null, ""evaluations"": {""answer-contains-required-text"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-accuracy"": {""score"": 1.0, ""kind"": ""CODE""}, ""safe-tool-use"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-execution-success"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}}, ""trace_id"": ""66b15d960c45cceffd72725c68116c35""}"
calc-precedence,ukkhnn:upstage:solar-pro4:single,True,1.0,1.0,2116.299,0.00031319999999999997,[],,"{""requests"": 2, ""input_tokens"": 864, ""output_tokens"": 45, ""total_tokens"": 909, ""cached_input_tokens"": 0}","{""architecture"": ""single"", ""provider"": ""upstage"", ""model"": ""solar-pro4"", ""category"": ""calculator"", ""repetition_number"": 1, ""agent"": ""Hands-on Evaluation Agent"", ""tools"": [""calculator""], ""handoffs"": [], ""answer"": ""3 + 4 × 5 = **23**입니다.\n\n곱셈 먼저 계산한 뒤 덧셈을 해서 나온 결과예요."", ""error"": null, ""evaluations"": {""answer-contains-required-text"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-accuracy"": {""score"": 1.0, ""kind"": ""CODE""}, ""safe-tool-use"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-execution-success"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}}, ""trace_id"": ""4c0b1ab29c4c627e85b6588391ac710e""}"
calc-power,ukkhnn:upstage:solar-pro4:single,True,1.0,1.0,1381.601,0.00029429999999999994,[],,"{""requests"": 2, ""input_tokens"": 857, ""output_tokens"": 31, ""total_tokens"": 888, ""cached_input_tokens"": 0}","{""architecture"": ""single"", ""provider"": ""upstage"", ""model"": ""solar-pro4"", ""category"": ""calculator"", ""repetition_number"": 1, ""agent"": ""Hands-on Evaluation Agent"", ""tools"": [""calculator""], ""handoffs"": [], ""answer"": ""2의 10제곱은 **1024**입니다."", ""error"": null, ""evaluations"": {""answer-contains-required-text"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-accuracy"": {""score"": 1.0, ""kind"": ""CODE""}, ""safe-tool-use"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-execution-success"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}}, ""trace_id"": ""a7ece7121b31bb7af0a56f09241e0a67""}"
calc-multiply,ukkhnn:upstage:solar-pro4:single,True,1.0,1.0,4054.5400000000004,0.00029130000000000003,[],,"{""requests"": 2, ""input_tokens"": 855, ""output_tokens"": 29, ""total_tokens"": 884, ""cached_input_tokens"": 0}","{""architecture"": ""single"", ""provider"": ""upstage"", ""model"": ""solar-pro4"", ""category"": ""calculator"", ""repetition_number"": 1, ""agent"": ""Hands-on Evaluation Agent"", ""tools"": [""calculator""], ""handoffs"": [], ""answer"": ""6과 7을 곱한 값은 **42**입니다."", ""error"": null, ""evaluations"": {""answer-contains-required-text"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-accuracy"": {""score"": 1.0, ""kind"": ""CODE""}, ""safe-tool-use"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-execution-success"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}}, ""trace_id"": ""112c425a82788d9c5243820a599cc8e0""}"
calc-subtract,ukkhnn:upstage:solar-pro4:single,True,1.0,1.0,3265.371,0.00029939999999999996,[],,"{""requests"": 2, ""input_tokens"": 862, ""output_tokens"": 34, ""total_tokens"": 896, ""cached_input_tokens"": 0}","{""architecture"": ""single"", ""provider"": ""upstage"", ""model"": ""solar-pro4"", ""category"": ""calculator"", ""repetition_number"": 1, ""agent"": ""Hands-on Evaluation Agent"", ""tools"": [""calculator""], ""handoffs"": [], ""answer"": ""100에서 58을 빼면 **42**입니다."", ""error"": null, ""evaluations"": {""answer-contains-required-text"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-accuracy"": {""score"": 1.0, ""kind"": ""CODE""}, ""safe-tool-use"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-execution-success"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}}, ""trace_id"": ""f3ae07a12e5a9aa6d34880ed0cd5ab8f""}"
calc-divide,ukkhnn:upstage:solar-pro4:single,True,1.0,1.0,1384.7830000000001,0.0003018,[],,"{""requests"": 2, ""input_tokens"": 866, ""output_tokens"": 35, ""total_tokens"": 901, ""cached_input_tokens"": 0}","{""architecture"": ""single"", ""provider"": ""upstage"", ""model"": ""solar-pro4"", ""category"": ""calculator"", ""repetition_number"": 1, ""agent"": ""Hands-on Evaluation Agent"", ""tools"": [""calculator""], ""handoffs"": [], ""answer"": ""144를 12로 나눈 값은 **12**입니다."", ""error"": null, ""evaluations"": {""answer-contains-required-text"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-accuracy"": {""score"": 1.0, ""kind"": ""CODE""}, ""safe-tool-use"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-execution-success"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}}, ""trace_id"": ""a26bc91b6c4d388522d37cf97767d233""}"
calc-add,ukkhnn:upstage:solar-pro4:single,True,1.0,1.0,1619.6680000000001,0.0002967,[],,"{""requests"": 2, ""input_tokens"": 857, ""output_tokens"": 33, ""total_tokens"": 890, ""cached_input_tokens"": 0}","{""architecture"": ""single"", ""provider"": ""upstage"", ""model"": ""solar-pro4"", ""category"": ""calculator"", ""repetition_number"": 1, ""agent"": ""Hands-on Evaluation Agent"", ""tools"": [""calculator""], ""handoffs"": [], ""answer"": ""25와 17을 더한 결과는 **42**입니다."", ""error"": null, ""evaluations"": {""answer-contains-required-text"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-accuracy"": {""score"": 1.0, ""kind"": ""CODE""}, ""safe-tool-use"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}, ""tool-execution-success"": {""score"": 1.0, ""label"": ""True"", ""kind"": ""CODE""}}, ""trace_id"": ""b83800115df777558ee25b6164d4ede1""}"
